video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
7580,0.863302620185596,33,0.7710556122970927,17
7581,0.8573885415325371,33,0.771894565547738,14
7582,0.8613837006139841,34,0.7771731300268157,10
7584,0.8557986762606089,34,0.7962656409707003,10
7585,0.8978953393761595,41,0.7868938359864344,16
7587,0.8539285832821981,33,0.7774307372930763,16
7588,0.8598576312719237,76,0.7896128935879332,16
7589,0.8536368375522518,35,0.7751913805565768,11
7590,0.909926998072059,58,0.8228289045150556,13
7591,0.9042513713169745,34,0.8313968664299969,10
7592,0.8381812513331945,33,0.7534426569377208,11
7593,0.8254705651098224,33,0.7629972904686456,15
7596,0.8873305870036953,33,0.7925646665002025,12
7597,0.8960217632983682,33,0.7925299637955661,11
7598,0.8501281392434548,32,0.7662407906243005,11
7599,0.8370502143449902,32,0.7608274394719163,14
7600,0.8660773072016044,34,0.7765998247891546,9
7602,0.8768639511038557,33,0.795148928571781,10
7603,0.8590339862164983,34,0.7718080446951705,24
7604,0.8910368554378384,42,0.8150684136637885,10
7605,0.8958862878623319,39,0.8006879745861502,11
7606,0.8393493900882191,34,0.7669830594473521,10
7607,0.8061221728238616,33,0.7594760599547232,12
7608,0.901722060387177,36,0.8090520563403947,12
7609,0.8653061424616022,33,0.7716126309959098,16
7610,0.8842046764635557,66,0.8052494483366424,15
7611,0.8833626970956189,33,0.775842683726598,20
7612,0.8890252465784969,35,0.790500115425602,16
7613,0.8737474272574051,32,0.7808237127381318,10
7614,0.9011001367142504,32,0.7936526356421707,11
7615,0.8701097221565186,33,0.7835588219334603,12
7616,0.7842685108181003,33,0.7079266266981264,10
7617,0.8581200586020228,32,0.771304065084848,18
7618,0.8152806505676,34,0.726808505617506,11
7619,0.858521448112407,34,0.7738624354475896,11
7621,0.8532236811620908,33,0.7712117988310747,12
7624,0.8446183659237421,33,0.7517345740061949,20
7625,0.8562885706937119,34,0.755162092410913,10
7626,0.8515278292547335,33,0.7766078358986486,12
7627,0.8899077203949731,35,0.8028244947471794,17
7628,0.8861312939678134,34,0.7895989943505366,12
7629,0.8412968652988618,70,0.7630948989531312,12
7631,0.8975483701627524,33,0.8067405934866809,10
7632,0.9004546028583578,33,0.802984351842108,15
7633,0.8540483877372447,32,0.7796559647005646,16
7634,0.8606318835218851,44,0.7769746828097452,12
7635,0.8397248459175151,33,0.7637574110820072,12
7636,0.8275564340922448,32,0.774804687163339,10
7637,0.8882609343109413,34,0.8107627672802413,15
7638,0.8457810388376389,34,0.7883584728896285,13
7640,0.8574812040416845,34,0.7354590725264419,13
7641,0.8492742764247876,34,0.7507508822086275,17
7642,0.8265144584093259,39,0.7763721135674921,10
7643,0.8520983871738583,34,0.7763072919722322,10
7644,0.8664575590227539,44,0.809179995975766,9
7646,0.894065576951934,43,0.7847086732508753,10
7647,0.8126412740610015,32,0.7482811390125795,13
7648,0.855061741038776,44,0.8037579840316817,10
7649,0.8868943262100236,34,0.7931628487687441,11
7650,0.863000095674161,31,0.7892447105448547,12
7651,0.8809383890965126,33,0.8080481766882248,10
7652,0.8580585464844176,33,0.7872080162930339,18
7654,0.822825700798995,34,0.7617053453628968,9
7655,0.8269086974642429,33,0.7549341999783479,11
7656,0.8240707677659684,34,0.7217431045070941,13
7657,0.8472724518781393,46,0.7583711914668756,10
7659,0.8221137311703491,31,0.751096385303953,11
7660,0.9059169786778987,33,0.8105945351140512,12
7661,0.8079127235427747,35,0.7450796454432074,13
7662,0.8483313322785376,34,0.7780707105594833,10
7664,0.8418143152920698,32,0.7912641461102001,10
7665,0.8654593196344459,33,0.7877345175915594,10
7667,0.830477911922057,38,0.7641957797867862,12
7669,0.8795751580791857,33,0.8014662721967903,12
7670,0.8548416251477549,34,0.7800589141232589,10
7671,0.8147770565140992,33,0.7356807513498735,9
7672,0.87851033578073,68,0.7953477692226965,15
7673,0.8977059631117033,35,0.8078792500264234,11
7674,0.8989582970405325,33,0.8158127659842496,10
7675,0.8575436038543447,38,0.7788981662405003,12
7676,0.8668633582674463,34,0.7768531461522847,17
7677,0.8100192915748207,33,0.7339190011835105,11
7678,0.8936187027919924,34,0.8053290425944617,10
7679,0.8468806872810399,33,0.7591331975721591,10
7680,0.8597758540048432,32,0.7726579563443922,13
7681,0.8046014500374175,34,0.7191746575367092,10
7682,0.8663170779233476,33,0.796798737794239,12
7683,0.9050410315514398,36,0.7974483906464893,11
7686,0.8368498100886983,33,0.7408135310655868,11
7687,0.8849883152834019,36,0.7817997240389162,13
7688,0.8238300266324992,33,0.7433008969589463,12
7689,0.816962534233893,33,0.7168663265472441,12
7690,0.8475814839380889,33,0.7703601324983362,19
7691,0.8676803012181766,32,0.7918716302697978,14
7692,0.8220224840257,34,0.7678958918641862,11
7694,0.8901227004596481,34,0.7909127281327604,12
7696,0.871640587852704,33,0.7874173123382275,14
7697,0.8887377407007955,34,0.8073728822217328,11
7698,0.8455578078880948,50,0.7831728611699631,15
7699,0.88925248183575,34,0.7780053347752643,11
7701,0.8462567334594749,90,0.7883163447139903,10
7702,0.8775260676619134,33,0.7856487152033678,14
7703,0.8093359447755369,51,0.7235141993438515,12
7704,0.8039577191396995,33,0.7339074640020982,9
7705,0.8533928576442634,32,0.7680040753926822,17
7706,0.8823754048451571,33,0.777942504987599,12
7707,0.8477224696780808,34,0.7572913946539355,11
7710,0.8868247058871481,31,0.7791517861250266,17
7711,0.8760405782763604,46,0.7926072898394555,14
7713,0.8511135970778912,33,0.7975079117110968,17
7714,0.8535200044207952,34,0.7513189329801719,12
7715,0.8309717425594139,33,0.7639120720972186,12
7716,0.8278610541022968,44,0.7432022534889842,10
7717,0.885372569485936,32,0.8054429768594061,13
7718,0.8667558873518626,33,0.7831893761317694,10
7719,0.9081066135130613,33,0.8081765636808225,11
7720,0.852999531964001,33,0.8056487871038198,13
7721,0.8242060141761618,41,0.7435974938989369,17
7722,0.867735713382695,34,0.7637113829379644,16
7723,0.8367774659250093,33,0.7713347956770518,17
7724,0.8923185184684022,33,0.8090609899462419,10
7725,0.877633428720923,34,0.7903752282553416,12
7726,0.8572490518627652,43,0.7760726412925467,9
7728,0.8780911734010184,34,0.7891600343222384,14
7729,0.8439287688007959,48,0.7499567474118021,11
7731,0.8670235827586013,33,0.7902228075355119,11
7732,0.8292065140570137,33,0.7585905895481174,10
7736,0.8991757094230275,33,0.830495553125009,12
7737,0.8623781888008759,33,0.7816031312816617,12
7738,0.8681450990584028,35,0.7818336257478314,9
7739,0.8438038156191345,34,0.7788732211992135,12
7740,0.8853735933160641,33,0.793555906306653,11
7741,0.86756270315784,31,0.7846132353632156,13
7742,0.8835318769169642,34,0.802726721852004,9
7743,0.8939709595711484,34,0.7848108188658643,10
7745,0.8372254867620887,34,0.7692046119286187,12
7746,0.8152579969752987,33,0.7588948512983243,9
7748,0.8579999147784341,50,0.7842555824838183,15
7749,0.8031367686649689,34,0.7115476452836214,12
7751,0.8960832413783991,33,0.7949174719420419,15
7752,0.8235590427751185,33,0.7418546244748161,13
7753,0.8950274243705678,38,0.7814093228722229,10
7754,0.8502127097522666,33,0.7568426538728932,10
7756,0.8315361261234915,42,0.7500312588761602,11
7757,0.8949283983889277,34,0.7953150817912886,13
7758,0.8355446785521052,37,0.7605726332208957,14
7759,0.8132077814544624,33,0.799000476536971,13
7760,0.8685346501120851,33,0.8130434634312429,11
7761,0.8679572211783692,33,0.7959256330634612,24
7762,0.8984766496510512,34,0.7949338911795027,15
7763,0.84945794553055,33,0.7776608390750623,10
7769,0.8972939023523246,33,0.7780684506121917,10
7770,0.8709671614542754,38,0.7886284872707665,9
7771,0.8570331625347545,30,0.7598858248961311,10
7772,0.8978190009759666,34,0.8126455341478254,15
7773,0.8926081219360056,34,0.8073519874998467,11
7774,0.9037839116344984,34,0.791941185961317,10
7775,0.8602998834153794,38,0.772942330477504,11
7777,0.8346380465148964,32,0.7597821830040616,11
7780,0.8674084750235027,41,0.7915607408805663,12
7782,0.8718557743298672,34,0.7796140042047603,19
7783,0.8804789421133402,44,0.789132048850105,11
7784,0.8201857851268508,34,0.7278248960239921,12
7785,0.8505187293117334,33,0.761516071252645,10
7786,0.8598543074583078,32,0.7903841774091716,9
7787,0.8313580999453121,33,0.7572839823168412,15
7788,0.8497972857624103,31,0.7897470882204773,10
7789,0.8375844187415604,34,0.7921436425568559,10
7792,0.893761228977632,34,0.8032333442610506,10
7793,0.7646455351971865,51,0.7287083936828641,13
7795,0.8472860658262136,33,0.7494708831085088,12
7799,0.8565590749346889,33,0.7801717276125167,10
7800,0.8200348848979367,33,0.7571021413509489,16
7801,0.8478196381182238,40,0.7611973577349833,12
7802,0.8548700751038028,33,0.7637286304607576,10
7803,0.8616373348815545,34,0.7732039738134435,10
7804,0.8463586935850022,34,0.7451618785965393,11
7805,0.8002697718947193,32,0.7264104804870348,10
7806,0.8410155324714754,32,0.7641440865038617,11
7807,0.8896831694604133,33,0.8001111582183309,11
7808,0.9012312974104364,34,0.8014080304680244,15
7809,0.8313004540915225,32,0.7562009311552215,17
7811,0.8505195652309088,35,0.7911056557192999,10
7812,0.8316094088483967,52,0.7570756225128021,11
7813,0.8703939046860623,33,0.7813057826199206,14
7815,0.8719719053755304,32,0.791347013048348,14
7816,0.863601629868501,54,0.778929741950678,12
7817,0.8505148309376523,33,0.7689746967799882,15
7818,0.8880134219415057,40,0.7952230798897164,12
7819,0.8280859168079585,32,0.7625308726332571,16
7820,0.8368284129910906,44,0.7642035286966884,15
7821,0.8342330336315277,30,0.7620979270521935,13
7822,0.8603042961116109,33,0.7699468344421121,10
7823,0.8499643703024475,33,0.7864853649741017,14
7824,0.8310057580493903,32,0.7667676704015375,9
7825,0.8758498079382205,34,0.8048007833588628,14
7826,0.8786031814653132,33,0.7909005538366078,10
7828,0.8866996936424913,32,0.8090023579906025,13
7830,0.8888521110694401,33,0.7934181959085205,13
7831,0.9059836745314015,32,0.8227133983694639,10
7832,0.8440320021970533,34,0.7537824236973472,13
7833,0.8753595284914885,31,0.7911105948239583,14
7834,0.797636413854677,34,0.7358838160543143,11
7835,0.8099822158386198,34,0.7375582188627381,9
7837,0.8701293232177034,33,0.773944308074406,12
7838,0.8750130025504053,34,0.7875678874893055,10
7839,0.857269506860276,33,0.7777616155993435,10
7840,0.8066635616349588,35,0.7458633215915207,10
7841,0.8373664259962703,49,0.76640574810828,14
7842,0.8633512796605267,34,0.7784957688975174,12
7844,0.790118510385394,30,0.7405492185582778,14
7846,0.8689679661253163,34,0.7786792785628994,9
7848,0.8192957275451229,33,0.7507346648119846,10
7849,0.8439386408955275,33,0.7633227943112784,10
7851,0.8840278263388188,32,0.7945251226012839,10
7852,0.8540369340212999,31,0.7528247417509852,10
7853,0.8604114370269547,40,0.7853221064284002,10
7854,0.8415915383888557,32,0.7653942229717399,12
7856,0.848614925499724,33,0.7861090507832009,11
7858,0.9196741308583671,55,0.792968311367213,10
7861,0.8817724814256604,33,0.7986712875730444,16
7862,0.8618704384494073,38,0.7812063205743748,9
7863,0.8620632404128042,50,0.7709792281314465,12
7865,0.8747419552524003,32,0.7901497396729251,10
7867,0.8932242621646383,33,0.7907722810985903,13
7868,0.8563812392066145,33,0.7935751230535021,13
7869,0.8658706530376199,33,0.8091976955275537,12
7872,0.81148758687557,37,0.7164618794176658,10
7873,0.8883167839249501,47,0.7912926061142519,12
7874,0.8572901087666229,32,0.7334656798147676,12
7875,0.875798320747025,33,0.80921556282031,10
7878,0.8805146291731647,34,0.7982278448433762,10
7879,0.8690870569983395,33,0.7813874979759581,9
7880,0.791550416263236,48,0.7448411082368737,19
7883,0.8903184532015278,34,0.789694633269191,12
7884,0.8693858774869043,34,0.7643339031632062,11
7885,0.8920333785207258,41,0.7982433371502109,10
7886,0.8793654586290848,34,0.8138679837455816,11
7887,0.8928204875141361,34,0.8198007342005432,9
7888,0.8521091757037575,33,0.7965003289694741,10
7889,0.8991440481723542,34,0.8280646967324794,15
7890,0.8471562422902317,34,0.7942747106060207,14
7891,0.8697728763142639,34,0.7868937751674269,10
7892,0.8819298859688153,39,0.772126311266198,12
7893,0.8907029801300468,32,0.7732143851067066,12
7894,0.8816324387464262,33,0.7972887975195458,15
7895,0.856289249943112,32,0.770081767265397,10
7896,0.8752948878479005,71,0.8189368803119539,33
7897,0.8866951269184326,33,0.8017736760587082,10
7898,0.8806830653289199,35,0.8047649264004204,10
7899,0.9018972137145946,33,0.815423390624822,11
7901,0.8825991776092978,31,0.7820320146768212,28
7902,0.7928771466980837,33,0.7462755655592572,11
7903,0.8122188999863279,34,0.7305794854761283,11
7904,0.8781840490491607,33,0.7964122857246102,10
7906,0.8375915296400662,33,0.7504207512985601,11
7907,0.8501558793111947,34,0.7511029039746935,15
7908,0.8618038771446277,51,0.7695397445591684,12
7909,0.8588446759079333,32,0.7591716980089862,11
7910,0.8182200398648021,34,0.7609958306850133,17
7912,0.8037167596012254,31,0.7253165827152696,11
7913,0.8709657376463065,32,0.7772875022641814,11
7915,0.8668248389689731,34,0.7675678111822087,13
7916,0.8907882094651527,33,0.8090060147859348,13
7917,0.8531221204390689,33,0.7770390422756273,11
7918,0.8715755305570773,34,0.7797949266515032,10
7919,0.8407014908675575,32,0.762330380074787,11
7920,0.897787501836237,33,0.8177934526076281,19
7921,0.8878855240100723,34,0.7998509879631763,12
7923,0.8219511404563709,33,0.7560969684037937,9
7925,0.818036612135358,32,0.7738068977578023,14
7926,0.8830633429859505,31,0.7901801427635158,12
7927,0.8268836342830728,33,0.7741691780169178,13
7928,0.8405226479549964,33,0.7845460244859188,10
7929,0.8695067830162179,51,0.7629812352251915,10
7930,0.886436886859375,33,0.8018279276148113,10
7931,0.8326578093532587,33,0.7518369757067727,12
7933,0.8497542863729705,33,0.753120120650741,11
7935,0.878964579842348,34,0.7683785172212838,9
7936,0.8343561415568823,32,0.7437853850925631,13
7939,0.898489630990299,33,0.806075799337908,13
7940,0.8737819778325379,33,0.783606002129034,15
7941,0.8638583975146655,45,0.7626681345141553,12
7942,0.8978137606817091,38,0.8037122364014128,10
7944,0.8372416065502748,34,0.7732660745163428,12
7945,0.9005033052744948,46,0.8025703799081931,13
7946,0.8621452130640186,33,0.7590001563076839,15
7947,0.8094733020888825,34,0.725109245920843,11
7948,0.8859917330004725,32,0.8025263910522831,10
7951,0.8844185069778839,32,0.7805886286746958,12
7952,0.9077014247893725,33,0.7989985025044739,11
7953,0.8529484858381765,34,0.7549635943097481,25
7954,0.876358711633915,34,0.7958680089757766,10
7955,0.8387347785051715,33,0.7753644538218992,10
7956,0.8328315401817338,34,0.7517426164086407,13
7957,0.8465294272803132,34,0.7813995279172192,13
7958,0.8743212317481719,33,0.7729366368418614,16
7959,0.8778773789531035,34,0.8037596457109719,10
7961,0.8622298216081474,34,0.7836210455557884,11
7962,0.8054386808159661,33,0.7404089975494021,19
7963,0.8850548240419743,34,0.7744610132140886,12
7964,0.8291098813097986,33,0.758495689957035,11
7967,0.9075177185841881,33,0.8190137513930934,16
7969,0.760517870266623,33,0.7093359791624269,12
7970,0.8375793700669191,82,0.746071534955272,24
7972,0.859479873788149,33,0.7750215520114758,10
7973,0.8842265015197235,33,0.7732734432270513,11
7975,0.8656664432928785,43,0.8031717233758977,11
7976,0.8489580270514024,32,0.7710446384808061,9
7977,0.8574639466052503,51,0.7878641479328162,32
7980,0.8754411522727253,47,0.7889548653724878,10
7981,0.8267807986998956,59,0.748190560622453,12
7983,0.8856909332711123,32,0.7960045046417679,16
7984,0.8772894556301949,35,0.8004655266163636,12
7985,0.8771105728084767,34,0.7856943416179843,12
7986,0.9019943189047256,33,0.8030156378067881,15
7987,0.8400184651531997,32,0.7729240803273737,18
7988,0.8335203916743412,41,0.7676777980807304,14
7990,0.8879370591112121,33,0.7768914912624261,11
7991,0.8454312492250667,33,0.7519218970137014,10
7992,0.859849334773417,32,0.7730247623606241,10
7993,0.8425174465260189,33,0.7572036707342338,10
7994,0.8522407433341326,32,0.7868876405002703,18
7995,0.8911779573356957,30,0.8303297267482623,22
7996,0.8829528697791935,34,0.8073733076573137,12
7997,0.8707163137193354,50,0.8040692117466113,12
7998,0.8308580044870425,48,0.7547478529255451,10
7999,0.8364955689468296,34,0.7701986254844786,17
8000,0.8476164051955917,34,0.7591297420389663,10
8001,0.824937495364894,54,0.749869078836152,15
8002,0.8674817349200057,33,0.7832384833556802,12
8004,0.8938541092411213,34,0.8137470550419352,12
8008,0.8848570739873323,33,0.8153823077712744,16
8009,0.8247754381087199,33,0.771504906836227,11
8010,0.8463466622555575,33,0.775554985715944,15
8012,0.8605661736620192,39,0.7701375996683324,10
8013,0.8221942108928987,33,0.7490446496549026,16
8014,0.8962961957555158,33,0.7947151748631772,10
8015,0.8574024425741387,33,0.7674004601177211,18
8016,0.8900145812531868,34,0.8051905765940047,12
8018,0.8783964105849135,33,0.76612660520659,12
8019,0.8343740067412148,34,0.7632249325379415,14
8021,0.8128715680051408,35,0.7628766965932228,11
8022,0.8366091264249241,34,0.7314766253599736,9
8023,0.8763587459665474,33,0.7875655449524495,15
8024,0.8562778144521089,55,0.777301292693275,16
8026,0.8433240618188258,33,0.7969568362403497,15
8027,0.8576837661192283,42,0.7843805273214651,9
8028,0.7807579066790822,33,0.7301308282194896,11
8029,0.8798678662617555,32,0.8085563774495494,16
8030,0.8474606490503646,33,0.7498349146914436,11
8032,0.8617883260227125,32,0.7779865780920376,10
8033,0.8515064522807076,59,0.7591695110832313,10
8035,0.8701727433556137,34,0.7958692984382684,18
8036,0.8583146468419552,32,0.7739698081018512,11
8037,0.8949398461020205,59,0.7847590466464487,16
8038,0.863244540639003,33,0.7583838140227284,15
8040,0.8659816548718979,33,0.8141793186407551,18
8041,0.848790696221816,32,0.7790066117486437,18
8042,0.8875860413381078,32,0.8195207481825332,12
8043,0.9052890775995758,34,0.8122735515151582,11
8044,0.8632144294233814,33,0.7802610028428472,13
8045,0.8954203453993215,32,0.8084273880495302,17
8047,0.8759998706349993,32,0.8118602263826664,11
8048,0.8751825557418343,33,0.7820221647346741,18
8049,0.8288180596868551,33,0.7593903672635145,13
8050,0.8845964667928499,32,0.7899695443776726,10
8051,0.9008225363627206,33,0.7956647235763588,13
8052,0.8500770638350051,33,0.772928270634784,11
8054,0.8508248041877097,32,0.7594891247929587,10
8056,0.8814342819429425,37,0.780175847895038,13
8057,0.8740769011377206,34,0.7896833984005328,15
8058,0.8887043951805264,62,0.8004815197919619,24
8059,0.8156293327180408,33,0.7270644470532279,12
8060,0.8786044928404039,57,0.7765647620422802,17
8061,0.8567249479366065,38,0.7914802929880574,11
8062,0.7844861328465147,33,0.72270749927167,13
8063,0.8636671508779563,79,0.7715449872045046,19
8064,0.8233826550534648,33,0.7771170547134808,10
8065,0.8448408779498695,33,0.7617177167101133,11
8066,0.8591207441909937,41,0.789669612785956,12
8067,0.8328478396854186,32,0.7678223918059752,11
8068,0.9073255831954224,33,0.797458165577207,10
8069,0.8251319483939864,34,0.7499017183897361,11
8071,0.8304085177718383,33,0.7643192053941477,10
8072,0.8810393825767558,55,0.7897889925510926,35
8073,0.8899142376113098,32,0.79070700345326,13
8074,0.879728941106861,32,0.7917540200064022,17
8075,0.8908545913024499,33,0.8011192793539372,13
8076,0.8645886598132516,52,0.7677028427471841,12
8077,0.8636842249173124,33,0.7686473987086948,10
8078,0.916114024609178,33,0.8400874596127201,17
8079,0.8394374037029719,35,0.7528630577368309,10
8080,0.888222702879008,34,0.80739496369063,10
8081,0.8625280961220164,32,0.7759116695129398,11
8082,0.8175668337224421,34,0.7619273995062275,16
8084,0.8536112218452495,34,0.7715801080493849,14
8085,0.8179194235849251,33,0.7184176595163576,10
8086,0.820320644584551,50,0.7627655509615687,15
8087,0.8556541682165503,33,0.7507262973242498,11
8088,0.835062013827693,33,0.7668386134393007,11
8089,0.8638298573886889,33,0.8039349686054165,10
8090,0.8319788676022408,32,0.7372676785739876,12
8091,0.8595565978028838,34,0.7851093420606308,12
8092,0.8784578453994113,33,0.7919354701576788,14
8095,0.8926270021754714,34,0.809059953742962,10
8096,0.8360611682803395,32,0.7730433899291629,14
8097,0.862105433861065,42,0.7602897001111013,13
8098,0.8601202249871357,34,0.7717284697578534,11
8100,0.8570450650077587,33,0.7679191638943882,10
8101,0.7967087359008873,97,0.7246092135249186,34
8102,0.8806265353461356,32,0.7907334816962786,10
8103,0.8586487667317734,33,0.8156397726611633,10
8104,0.7947540913121314,33,0.7436772049245794,11
8105,0.7891786119213362,34,0.7095939771987182,16
8108,0.8871109879894377,32,0.7793552478491945,10
8109,0.8891026338070849,86,0.799323989323413,22
8110,0.8411623152676296,33,0.7639854388645324,13
8111,0.8686470838821384,34,0.7805081973344752,13
8112,0.8509450184383489,33,0.7709725427593652,10
8113,0.8780454549311385,35,0.7926877799459521,10
8114,0.8193419314209158,32,0.7709720782240786,16
8115,0.8274067340699343,33,0.7557422482919025,11
8118,0.8005888606526916,34,0.7307212294607002,13
8120,0.8740519557121365,33,0.7991110762760911,11
8121,0.8848687617248872,32,0.8162400697569261,16
8122,0.888354477749093,34,0.7911821148776312,12
8123,0.8197366463385586,30,0.7565930873785975,9
8124,0.899497783615405,32,0.8092261063165975,10
8126,0.8667414375744681,33,0.7898464868736077,12
8127,0.8411281873421163,33,0.7620985570290261,13
8128,0.8204000910074586,33,0.7461621059088306,15
8131,0.8608930333014557,34,0.7786724447144833,11
8132,0.8306336424803992,51,0.7693368333774581,13
8134,0.8703411555617941,33,0.7844714477639431,13
8136,0.8470784821847893,35,0.741294230924425,10
8137,0.8113121152918316,33,0.7489722218221891,15
8138,0.8573120479862957,33,0.8014085354621346,13
8140,0.8948561991305848,33,0.8042778574755246,11
8142,0.8477004978288993,33,0.7649658601274687,9
8145,0.8596211426857747,33,0.7729283202471822,16
8146,0.8885095150511685,45,0.794711367607042,17
8147,0.8443671810060766,34,0.777141872500877,13
8149,0.8424610608173521,34,0.7618694782427795,10
8150,0.8492999725014501,34,0.7766001921040837,17
8151,0.8645825525392175,33,0.7767091741212151,11
8152,0.8830169719567266,45,0.7881768005536111,22
8153,0.8646709709627136,33,0.7930577836368529,10
8155,0.8673726352028663,65,0.7783464694003239,10
8156,0.8961999442753512,34,0.812029368831843,11
8157,0.8782168026937904,31,0.79640319649607,13
8158,0.8418272378330781,33,0.7882700732816117,10
8159,0.8627817580800222,34,0.7525296143707,11
8161,0.8683210406461589,35,0.7898232737734142,12
8162,0.8818214258246669,33,0.8132955910276666,10
8163,0.8448747501055149,32,0.7648988519963686,22
8165,0.8593902841886351,36,0.7750410166040242,10
8166,0.8540025632630205,33,0.7949174681072524,11
8167,0.8585438244264769,34,0.79229077738228,10
8168,0.8735954312733015,54,0.7756903213303348,16
8169,0.8726824499272136,33,0.7911543642773542,12
8170,0.8682349409895376,33,0.7602881551338054,9
8171,0.8896624079785955,33,0.7988551375207256,9
8172,0.9028460123306971,34,0.8150907075924185,16
8174,0.8406282991982158,33,0.773757021610121,13
8175,0.8763981811070101,50,0.7838138286161205,29
8178,0.8326742963191439,33,0.7553563939483412,28
8179,0.8661126783661321,38,0.7717498061293627,14
8180,0.8654260962779213,33,0.7737383981455601,14
8181,0.8338023723823961,33,0.7469700325738622,10
8182,0.8047373001019265,33,0.7635597918490767,11
8184,0.8877097734325776,34,0.7861645453338133,9
8185,0.8886828064698395,34,0.785321093322516,10
8186,0.8666648757620911,34,0.7868676325847878,10
8187,0.8500579996045415,52,0.77458937398258,10
8188,0.8908730926629134,34,0.7917122955088016,13
8189,0.8618757104768434,33,0.7727853601909591,9
8190,0.8895651086137057,33,0.8051386304787637,12
8191,0.8411638914749561,45,0.7660742227824411,20
8192,0.8538469741324219,32,0.7706110361648354,10
8193,0.848064095797368,53,0.7617404852518888,10
8194,0.8871671963684252,33,0.8028747560425791,16
8195,0.8664133925936744,33,0.7809547990220018,24
8196,0.8769096524890532,55,0.773077532743333,16
8197,0.8352456153180322,43,0.7435856348036135,11
8198,0.8815071729411412,33,0.8089152061771013,9
8199,0.8461322897285445,33,0.769819719238092,11
8200,0.8760694284522261,77,0.7748066511518021,18
8201,0.8193689380899264,55,0.7643421246237352,13
8202,0.8447625068444548,34,0.7683279521587318,14
8205,0.8266343062776038,33,0.7723875630367345,11
